"ECUD","SRAZKY_7","SRAZKY_5","SRAZKY_3","SRAZKY_ACT","EFFDT"
"2116003011",7.9,0.7,0.7,"0.7","2016-03-21T06:00Z"
"2116005936",45.3,35.3,34.1,"0.0","2016-06-03T06:00Z"
"2116009522",16.6,16.6,16.6,"0.0","2016-08-22T06:00Z"
"2116010547",0,0,0,"0.0","2016-09-14T06:00Z"
"2118012224",7,4.5,4.5,"0.0","2018-08-12T06:00Z"
"2118014885",11.1,10.8,10.8,"0.0","2018-09-14T06:00Z"
"2118016996",0,0,0,"0.0","2018-10-15T06:00Z"
"2118016966",0,0,0,"0.0","2018-10-15T06:00Z"
"2118017422",2.8,2.8,2.8,"0.0","2018-10-24T06:00Z"
"2119001223",2.5,2.5,2.5,"1.7","2019-01-26T06:00Z"
"2119011271",0,0,0,"0.0","2019-07-10T06:00Z"
"2119013967",34.7,32.3,30.8,"0.0","2019-08-22T06:00Z"
"2119015668",5,0,0,"0.0","2019-09-22T06:00Z"
"2119019529",0.2,0.2,0.2,"0.2","2019-12-08T06:00Z"
"2120006433",8.8,8.8,8.8,"8.8","2020-03-20T06:00Z"
"2120006686",11.3,0,0,"0.0","2020-03-27T06:00Z"
"2120007876",6,6,6,"0.0","2020-04-21T06:00Z"
"2120007879",6,6,6,"0.0","2020-04-21T06:00Z"
"2120013619",1.7,1.7,0,"0.0","2020-07-30T06:00Z"
"2120013646",1.7,1.7,0,"0.0","2020-07-30T06:00Z"
"2120016998",0,0,0,"0.0","2020-09-17T06:00Z"
"2121019925",0.1,0,0,"0.0","2021-10-28T06:00Z"
"2121019931",0.1,0,0,"0.0","2021-10-28T06:00Z"
"2122006599",0,0,0,"0.0","2022-03-28T06:00Z"
"2122008879",1.8,1.8,1.8,"0.0","2022-05-08T06:00Z"
"2122008990",1.8,1.8,0,"0.0","2022-05-10T06:00Z"
"2122024701",5.7,5.6,0.2,"0.0","2022-12-31T06:00Z"
"2123006852",16.4,8.6,8.3,"5.6","2023-05-06T06:00Z"
"2123011850",7.4,3.6,3.6,"0.0","2023-07-18T06:00Z"
"2123012296",10.6,10.6,10.6,"0.0","2023-07-24T06:00Z"
"2123016108",1.3,1.3,1.3,"0.0","2023-09-15T06:00Z"
"2124002169",0.6,0.3,0,"0.0","2024-02-06T06:00Z"
"2124003270",5.8,2.9,0,"0.0","2024-02-28T06:00Z"
"2124004100",1.7,1.7,1.7,"0.0","2024-03-17T06:00Z"
"2124004334",2.4,2.4,0.7,"0.7","2024-03-21T06:00Z"
"2124005804",8.4,8.4,8.1,"8.1","2024-04-14T06:00Z"
"2124007070",0,0,0,"0.0","2024-05-01T06:00Z"
"2124008007",11.5,0,0,"0.0","2024-05-14T06:00Z"
"6115005531",2.5,0,0,"0.0","2015-08-04T06:00Z"
"6115007357",1.1,0,0,"0.0","2015-08-31T06:00Z"
"6115009716",7.4,5.3,2.3,"2.1","2015-12-17T06:00Z"
"6116000036",0.6,0.3,0.3,"0.1","2016-01-03T06:00Z"
"6116000681",7.6,4.9,3.4,"2.7","2016-02-08T06:00Z"
"6116002312",15.2,6.4,0,"0.0","2016-05-09T06:00Z"
"6116003259",8.3,1.9,0.2,"0.2","2016-06-08T06:00Z"
"6116008734",12.3,9.8,2.5,"0.1","2016-11-11T06:00Z"
"6116009219",10.5,7,0.2,"0.1","2016-12-06T06:00Z"
"6117001465",5.5,5.5,0,"0.0","2017-03-05T06:00Z"
"6117006696",3.9,3.9,1.1,"0.4","2017-08-20T06:00Z"
"6117006935",0.4,0,0,"0.0","2017-08-26T06:00Z"
"6117008516",17.7,15,8.7,"8.5","2017-10-27T06:00Z"
"6117010451",12,9.6,1.4,"1.4","2017-11-17T06:00Z"
"6117011326",8.4,3.1,2.8,"0.7","2017-12-28T06:00Z"
"6118003137",2.2,0,0,"0.0","2018-04-22T06:00Z"
"6118003959",32,32,1.9,"0.0","2018-05-28T06:00Z"
"6118005727",3.6,3.2,3.2,"0.0","2018-07-24T06:00Z"
"6118010229",0.1,0,0,"0.0","2018-11-17T06:00Z"
"6119001162",21.1,18.4,18.3,"3.3","2019-02-03T06:00Z"
"6119003229",0.7,0.7,0.7,"0.0","2019-04-16T06:00Z"
"6119003285",0.7,0.7,0,"0.0","2019-04-18T06:00Z"
"6119003355",0.7,0,0,"0.0","2019-04-20T06:00Z"
"6119004530",20.8,15.3,0.2,"0.2","2019-06-02T06:00Z"
"6119005311",5.3,3.3,3.3,"2.0","2019-06-22T06:00Z"
"6119008082",15.2,15.2,13.6,"0.0","2019-09-03T06:00Z"
"6120004079",2.7,2.5,0.3,"0.0","2020-05-08T06:00Z"
"6121002285",3.9,3.9,1.1,"0.7","2021-03-16T06:00Z"
"6122002403",6.5,6.5,3.4,"0.2","2022-02-20T06:00Z"
"6122002405",6.5,6.5,3.4,"0.2","2022-02-20T06:00Z"
"6122004037",0.2,0.2,0.2,"0.2","2022-03-29T06:00Z"
"6122004070",7.5,7.5,7.5,"2.3","2022-03-31T06:00Z"
"6122006092",16.6,16.6,2.6,"0.1","2022-05-28T06:00Z"
"6122007625",69.9,69.5,15.1,"0.0","2022-07-03T06:00Z"
"6122008829",10.2,1.2,0,"0.0","2022-08-04T06:00Z"
"6122010280",5.5,5.5,4.3,"3.9","2022-09-08T06:00Z"
"6123002117",7.1,6.7,6.6,"0.1","2023-03-11T06:00Z"
"6124006369",15.5,15.5,4.1,"2.9","2024-07-03T06:00Z"
"2115013883",6,2.6,1.6,"1.1","2015-11-28T06:00Z"
"3116004041",5.2,0,0,"0.0","2016-07-08T06:00Z"
"2120020998",4.1,4.1,0,"0.0","2020-12-07T06:00Z"
"2123000258",4.3,4.3,4.3,"0.3","2023-01-05T06:00Z"
"7218002989",16.6,0.2,0.1,"0.0","2018-07-03T06:00Z"
"7220002921",41.7,24.3,7.1,"7.1","2020-05-30T06:00Z"
"7222003047",16.8,14.3,0,"0.0","2022-04-29T06:00Z"
"6215006292",0,0,0,"0.0","2015-08-12T06:00Z"
"6216006225",5,5,5,"5.0","2016-08-20T06:00Z"
"6217004823",0,0,0,"0.0","2017-05-22T06:00Z"
"6218003580",1.3,1.3,1.2,"1.2","2018-04-12T06:00Z"
"6219004978",7.1,7.1,0,"0.0","2019-04-27T06:00Z"
"6221008503",0.3,0,0,"0.0","2021-06-19T06:00Z"
"6222003758",0,0,0,"0.0","2022-03-14T06:00Z"
"3115006707",0.6,0.6,0.6,"0.0","2015-08-27T06:00Z"
"3118002771",2.8,0.8,0,"0.0","2018-04-19T06:00Z"
"3119009206",17.1,12.9,9.7,"9.5","2019-10-02T06:00Z"
"3123002314",7.9,3.1,2.4,"0.0","2023-03-17T06:00Z"
"3123004212",40.7,15.3,0,"0.0","2023-05-21T06:00Z"
"6216002338",8.1,5.3,5.3,"0.0","2016-04-29T06:00Z"
"6218013936",4.7,1.2,1.2,"1.2","2018-10-01T06:00Z"
"6222011151",4,3.7,3.7,"0.0","2022-07-16T06:00Z"
"3118006761",33,11.7,5.9,"0.0","2018-08-15T06:00Z"
"3115002459",3.3,3.3,0,"0.0","2015-04-11T06:00Z"
"3115002656",3,3,0.2,"0.0","2015-04-21T06:00Z"
"3115002652",3,3,0.2,"0.0","2015-04-21T06:00Z"
"3115006966",21,21,21,"0.0","2015-09-04T06:00Z"
"3116000654",4.3,0.5,0.5,"0.0","2016-02-07T06:00Z"
"3117003684",0,0,0,"0.0","2017-06-01T06:00Z"
"3118002259",2.9,2.9,2.4,"0.0","2018-03-30T06:00Z"
"3119006343",7.5,7.5,0,"0.0","2019-07-05T06:00Z"
"3122003228",4,4,0,"0.0","2022-03-19T06:00Z"
"3122003209",4,4,0,"0.0","2022-03-19T06:00Z"
"3122003210",4,4,0,"0.0","2022-03-19T06:00Z"
"3124002862",0.9,0.9,0,"0.0","2024-04-13T06:00Z"
"3124002857",0.9,0.9,0,"0.0","2024-04-13T06:00Z"
"3124002890",3.1,3.1,2.2,"2.2","2024-04-14T06:00Z"
"3215002302",3.8,3.5,0,"0.0","2015-04-22T06:00Z"
"3215006942",12.7,5.1,0.5,"0.0","2015-10-12T06:00Z"
"3216005538",2.1,2.1,2.1,"0.0","2016-08-31T06:00Z"
"3217003567",0.3,0,0,"0.0","2017-05-30T06:00Z"
"3218006114",13.8,13.8,5.6,"0.1","2018-07-25T06:00Z"
"3219006094",3.5,3.5,3.5,"0.0","2019-06-25T06:00Z"
"3222007518",6.8,3.3,3.3,"0.0","2022-06-18T06:00Z"
"3222011692",12.8,8.6,8.6,"2.7","2022-09-03T06:00Z"
"3215006482",0.3,0.3,0.3,"0.1","2015-09-17T06:00Z"
"5118005398",29.9,0.7,0,"0.0","2018-09-30T06:00Z"
"5119004823",3.9,3.9,2.7,"0.0","2019-07-23T06:00Z"
"5123003269",0,0,0,"0.0","2023-05-31T06:00Z"
"5123003671",4.6,4.6,4,"0.0","2023-06-18T06:00Z"
"6119006582",5.7,1.6,0,"0.0","2019-07-25T06:00Z"
"6119006580",5.7,1.6,0,"0.0","2019-07-25T06:00Z"
"6121008945",22.1,10.4,5.9,"0.0","2021-08-19T06:00Z"
"6124001731",2.8,0.2,0.2,"0.0","2024-03-08T06:00Z"
"6124010121",16.6,16.6,0,"0.0","2024-09-06T06:00Z"
"7115154212",0.9,0.9,0,"0.0","2015-08-29T06:00Z"
"7116001328",2.5,2.5,2.5,"0.0","2016-04-02T06:00Z"
"7116002509",2.6,2.6,1.1,"1.1","2016-06-13T06:00Z"
"7116005463",2.7,0.6,0.3,"0.0","2016-11-04T06:00Z"
"7117001670",6.6,2.1,0,"0.0","2017-03-27T06:00Z"
"7117001937",3.1,3.1,3.1,"0.3","2017-04-07T06:00Z"
"7117003401",15.3,11.2,10.4,"0.0","2017-06-13T06:00Z"
"7117003412",15.3,11.2,10.4,"0.0","2017-06-13T06:00Z"
"7117004346",3.3,3.1,0,"0.0","2017-07-19T06:00Z"
"7117006061",28.4,28.4,4.2,"0.0","2017-09-05T06:00Z"
"7118000672",3.7,0.1,0.1,"0.0","2018-02-14T06:00Z"
"7118002308",12.1,12.1,2,"0.0","2018-04-17T06:00Z"
"7118004737",7.2,4.2,0,"0.0","2018-08-01T06:00Z"
"7118004713",7.2,4.2,0,"0.0","2018-08-01T06:00Z"
"7118007940",9.1,8.6,8.6,"0.0","2018-11-05T06:00Z"
"7119002159",4.2,2.2,0,"0.0","2019-04-01T06:00Z"
"7119002299",1.5,1.5,1.5,"1.5","2019-04-05T06:00Z"
"7119005833",4.2,4.2,2.5,"0.0","2019-07-16T06:00Z"
"7119009433",0.3,0.3,0.3,"0.0","2019-12-05T06:00Z"
"7120002635",0,0,0,"0.0","2020-04-02T06:00Z"
"7120009539",0,0,0,"0.0","2020-09-21T06:00Z"
"7121005906",9.8,9.8,0,"0.0","2021-08-21T06:00Z"
"7122002307",0,0,0,"0.0","2022-03-12T06:00Z"
"7122004434",4.1,1.9,0.4,"0.0","2022-05-09T06:00Z"
"7122004512",4.1,0.4,0,"0.0","2022-05-10T06:00Z"
"7122007307",5.5,5.5,0,"0.0","2022-07-18T06:00Z"
"7122008408",17.1,1.7,0,"0.0","2022-08-11T06:00Z"
"7123000198",3.3,2.6,2.3,"0.0","2023-01-07T06:00Z"
"7123003544",26.5,12.4,12.4,"9.5","2023-04-13T06:00Z"
"7123006010",0.5,0.5,0.5,"0.0","2023-06-19T06:00Z"
"7123006334",2.3,2.3,1.6,"1.6","2023-06-26T06:00Z"
"7123007403",3.4,3.4,0.2,"0.0","2023-07-18T06:00Z"
"7124005069",12.5,3.1,3,"0.0","2024-04-26T06:00Z"
"7124005724",1.7,0,0,"0.0","2024-05-13T06:00Z"
"7124010402",0,0,0,"0.0","2024-07-22T06:00Z"
"5215000047",7.2,6.3,5.6,"1.3","2015-01-05T06:00Z"
"5215005609",0,0,0,"0.0","2015-10-31T06:00Z"
"5218001233",0,0,0,"0.0","2018-03-01T06:00Z"
"5218002104",5.2,5.2,5.1,"0.0","2018-03-30T06:00Z"
"5219008589",6.1,2.5,2.2,"0.0","2019-11-24T06:00Z"
"5223004058",14.4,14.4,14.4,"0.1","2023-06-07T06:00Z"
"5223005171",4.4,4.4,2.8,"0.0","2023-07-14T06:00Z"
"3223008811",12.5,3.7,3.7,"1.1","2023-08-15T06:00Z"
"3219007011",14.3,4.7,4.7,"0.6","2019-07-21T06:00Z"
"3223006705",5.9,5.9,3.3,"3.3","2023-07-05T06:00Z"
"3218002750",2.6,2.6,0,"0.0","2018-04-09T06:00Z"
"3222003960",0,0,0,"0.0","2022-03-26T06:00Z"
"2115004399",1.4,1.4,0.7,"0.7","2015-04-22T06:00Z"
"2115008528",4.2,3.3,3.3,"0.0","2015-07-26T06:00Z"
"2117002498",8.2,8.2,8.2,"5.2","2017-03-08T06:00Z"
"2117009940",3.4,3,3,"0.0","2017-08-06T06:00Z"
"2117009996",3,3,0,"0.0","2017-08-07T06:00Z"
"2117013241",2.5,0,0,"0.0","2017-10-16T06:00Z"
"2118003112",0.3,0,0,"0.0","2018-02-24T06:00Z"
"2118005879",3.9,0.4,0,"0.0","2018-04-30T06:00Z"
"2118009830",1.2,1.2,1.2,"0.0","2018-07-08T06:00Z"
"2118010128",8.5,8.5,4.7,"0.0","2018-07-14T06:00Z"
"2118011120",0.4,0.4,0,"0.0","2018-07-29T06:00Z"
"2118011473",0,0,0,"0.0","2018-08-02T06:00Z"
"2118011607",0,0,0,"0.0","2018-08-04T06:00Z"
"2118015253",1.6,1.6,1.6,"1.6","2018-09-21T06:00Z"
"2118016258",23.6,0,0,"0.0","2018-09-30T06:00Z"
"2118016745",0,0,0,"0.0","2018-10-11T06:00Z"
"2119005298",2.1,1.2,0,"0.0","2019-04-01T06:00Z"
"2119012233",12.1,8.6,0,"0.0","2019-07-25T06:00Z"
"2120008396",15.4,15.4,7.9,"0.5","2020-05-02T06:00Z"
"2120009703",25.7,13.5,7.7,"0.0","2020-05-29T06:00Z"
"2120012147",3,3,0,"0.0","2020-07-06T06:00Z"
"2120015608",10,10,8.2,"0.0","2020-08-26T06:00Z"
"2120015588",10,10,8.2,"0.0","2020-08-26T06:00Z"
"2120015583",10,10,8.2,"0.0","2020-08-26T06:00Z"
"2120015491",10,10,8.2,"0.0","2020-08-26T06:00Z"
"2120015599",10,10,8.2,"0.0","2020-08-26T06:00Z"
"2121017588",7.8,2.5,1.5,"0.0","2021-10-18T06:00Z"
"2122004101",6.1,6.1,4.6,"0.0","2022-02-19T06:00Z"
"2122004758",2,1.8,1.5,"0.0","2022-03-01T06:00Z"
"2122005832",7.4,7.4,7.4,"0.0","2022-03-17T06:00Z"
"2122011237",19,16.3,16.3,"7.4","2022-06-05T06:00Z"
"2123006520",12.5,8.2,8.2,"0.0","2023-05-01T06:00Z"
"2123013920",8.7,0.3,0,"0.0","2023-08-15T06:00Z"
"2123018636",7,5.9,5,"0.0","2023-10-22T06:00Z"
"2124005113",1,1,1,"1.0","2024-04-04T06:00Z"
"2124005296",2.7,2.7,2.7,"0.0","2024-04-06T06:00Z"
"2124005747",0.3,0.3,0,"0.0","2024-04-13T06:00Z"
"2124011305",6.1,6.1,0,"0.0","2024-06-25T06:00Z"
"2124027029",0.8,0.8,0.8,"0.0","2024-12-18T06:00Z"
"6115003189",4.9,4.6,4,"0.0","2015-05-31T06:00Z"
"6115008706",0.7,0.2,0,"0.0","2015-10-27T06:00Z"
"6115009563",6.5,0.7,0.4,"0.3","2015-12-08T06:00Z"
"6115009547",6.5,0.7,0.4,"0.3","2015-12-08T06:00Z"
"6116005389",14.4,1.1,0.9,"0.0","2016-08-07T06:00Z"
"6116005538",10.5,10.5,9.6,"0.0","2016-08-11T06:00Z"
"6116008277",11.5,9.6,9.6,"5.3","2016-10-19T06:00Z"
"6116008419",11.4,3.2,2,"1.5","2016-10-25T06:00Z"
"6116009013",4.9,1.7,1.7,"0.5","2016-11-26T06:00Z"
"6116008996",4.9,1.7,1.7,"0.5","2016-11-26T06:00Z"
"6117001388",5.6,5.5,5.5,"0.0","2017-03-02T06:00Z"
"6117001978",0,0,0,"0.0","2017-03-30T06:00Z"
"6117003682",14.3,14.3,0,"0.0","2017-06-03T06:00Z"
"6117011211",7.8,7.6,5.4,"0.0","2017-12-22T06:00Z"
"6117011212",7.8,7.6,5.4,"0.0","2017-12-22T06:00Z"
"6118001880",0,0,0,"0.0","2018-02-27T06:00Z"
"6118003526",9.3,0,0,"0.0","2018-05-08T06:00Z"
"6118004572",55.9,38.6,1.8,"0.0","2018-06-16T06:00Z"
"6118004581",55.9,38.6,1.8,"0.0","2018-06-16T06:00Z"
"6118011427",27.5,12.9,0.9,"0.3","2018-12-28T06:00Z"
"6119000141",27.8,23.9,17.4,"3.4","2019-01-07T06:00Z"
"6119000746",35.1,20.7,17.6,"2.1","2019-01-15T06:00Z"
"6119001922",14.5,14.5,14.1,"9.6","2019-03-10T06:00Z"
"6119002899",0,0,0,"0.0","2019-04-04T06:00Z"
"6119002948",0,0,0,"0.0","2019-04-04T06:00Z"
"6119005555",1.1,0,0,"0.0","2019-06-30T06:00Z"
"6119010367",2.8,2.1,0.6,"0.0","2019-12-03T06:00Z"
"6119010431",2.1,0.6,0.6,"0.0","2019-12-05T06:00Z"
"6119010916",10.4,2.2,0,"0.0","2019-12-31T06:00Z"
"6120002335",12.1,8.8,6.7,"0.3","2020-03-07T06:00Z"
"6120002629",7.3,7.3,1,"0.0","2020-03-15T06:00Z"
"6120003770",15.9,0.7,0,"0.0","2020-04-24T06:00Z"
"6121001888",2.4,2.4,0,"0.0","2021-03-03T06:00Z"
"6122003247",0,0,0,"0.0","2022-03-13T06:00Z"
"6122003235",0,0,0,"0.0","2022-03-13T06:00Z"
"6124001582",1.9,1.9,1.8,"0.0","2024-03-02T06:00Z"
"2115012020",0,0,0,"0.0","2015-10-03T06:00Z"
"3121010267",1,1,0,"0.0","2021-09-26T06:00Z"
"7222001861",10.8,0.1,0,"0.0","2022-03-21T06:00Z"
"6216003541",30.5,30.3,28.7,"0.0","2016-06-05T06:00Z"
"6216008941",0.4,0.4,0.1,"0.0","2016-10-29T06:00Z"
"6220005262",9.6,0,0,"0.0","2020-04-25T06:00Z"
"6220011016",51.5,3,0,"0.0","2020-08-09T06:00Z"
"6221017602",2.6,0,0,"0.0","2021-11-09T06:00Z"
"6222002456",4.3,4.3,4.3,"3.3","2022-02-17T06:00Z"
"3122003265",2.9,2.9,0,"0.0","2022-03-20T06:00Z"
"6215005829",17.5,13,4,"0.0","2015-07-31T06:00Z"
"6216004189",13.3,12.9,6.9,"0.0","2016-06-23T06:00Z"
"6217005493",4.2,4.2,0,"0.0","2017-06-04T06:00Z"
"6217005939",10.4,10.4,0,"0.0","2017-06-14T06:00Z"
"6217007501",34.8,34.8,28,"26.2","2017-07-10T06:00Z"
"6218002970",0,0,0,"0.0","2018-03-28T06:00Z"
"6218006246",2.5,2.5,2.5,"0.0","2018-06-09T06:00Z"
"6218007521",1.5,0.8,0.8,"0.8","2018-07-05T06:00Z"
"6219009989",0,0,0,"0.0","2019-07-10T06:00Z"
"6221005656",3.6,3.1,3.1,"3.1","2021-04-29T06:00Z"
"6222013824",62.7,15.2,4.2,"0.7","2022-08-27T06:00Z"
"6222018011",3.5,1.9,0.4,"0.0","2022-11-23T06:00Z"
"6223010565",12.8,10.4,7.4,"7.4","2023-07-24T06:00Z"
"3116005415",4.1,1.6,0.2,"0.0","2016-08-14T06:00Z"
"3122002990",0,0,0,"0.0","2022-03-13T06:00Z"
"3122002998",0,0,0,"0.0","2022-03-13T06:00Z"
"3122002969",0,0,0,"0.0","2022-03-13T06:00Z"
"3123006873",1.1,1.1,1.1,"0.0","2023-07-13T06:00Z"
"3116002796",27.3,7.3,1.4,"0.0","2016-05-29T06:00Z"
"3117003803",2.3,2.3,2.3,"1.4","2017-06-05T06:00Z"
"3117008089",0.2,0,0,"0.0","2017-10-01T06:00Z"
"3118006373",12.8,12.8,1.5,"0.0","2018-08-07T06:00Z"
"3119005155",2.5,0.5,0.5,"0.0","2019-06-05T06:00Z"
"3120008163",33.5,23.5,0,"0.0","2020-08-08T06:00Z"
"3120008392",0.8,0.8,0.8,"0.0","2020-08-13T06:00Z"
"3122002381",1.5,1.2,0.8,"0.1","2022-02-25T06:00Z"
"3122008559",4.1,4.1,0,"0.0","2022-07-18T06:00Z"
"3122010363",38.3,26,9.7,"0.0","2022-08-27T06:00Z"
"3217004227",0,0,0,"0.0","2017-06-21T06:00Z"
"3220000579",0.9,0,0,"0.0","2020-01-26T06:00Z"
"3220006205",26.1,21.7,21.7,"0.4","2020-06-20T06:00Z"
"3221011554",3.3,2.7,2.7,"0.1","2021-10-21T06:00Z"
"3223011357",9.4,4.4,0,"0.0","2023-10-07T06:00Z"
"8116011407",30.2,30.2,28.1,"0.0","2016-07-30T06:00Z"
"3219002518",44.2,41.1,35.3,"24.8","2019-03-10T06:00Z"
"3220004351",13.1,3.1,3.1,"1.2","2020-04-19T06:00Z"
"6117001136",14.6,14.6,14.6,"10.4","2017-02-20T06:00Z"
"6117004494",39.8,39.8,39.8,"21.3","2017-06-25T06:00Z"
"6119009248",15.6,9,0.6,"0.2","2019-10-14T06:00Z"
"6123006659",10.4,0.7,0.4,"0.0","2023-07-18T06:00Z"
"6124012864",11.5,7.9,6.3,"5.0","2024-10-14T06:00Z"
"7115153344",17.3,10.1,0,"0.0","2015-08-03T06:00Z"
"7116000092",4.4,2.3,2.3,"0.9","2016-01-07T06:00Z"
"7116001241",2.3,1.9,0.5,"0.0","2016-03-28T06:00Z"
"7116001875",5.7,5.7,5.7,"1.8","2016-05-13T06:00Z"
"7116002923",32.3,26.8,11.5,"11.0","2016-06-30T06:00Z"
"7116006317",1,1,0,"0.0","2016-12-22T06:00Z"
"7117001829",0.8,0.8,0.8,"0.0","2017-04-01T06:00Z"
"7117003910",9.3,9.3,7.9,"0.0","2017-07-06T06:00Z"
"7117005957",0,0,0,"0.0","2017-08-31T06:00Z"
"7117007876",19.9,4.7,0.1,"0.0","2017-11-02T06:00Z"
"7118002092",2.1,2.1,2.1,"0.0","2018-04-08T06:00Z"
"7119005029",5.1,5.1,2.9,"0.0","2019-06-25T06:00Z"
"7119007457",61.3,38,38,"17.0","2019-09-08T06:00Z"
"7120002506",7.2,0,0,"0.0","2020-03-27T06:00Z"
"7120003690",8.4,7.1,0,"0.0","2020-05-09T06:00Z"
"7120007454",38.5,19.8,19.5,"16.1","2020-07-17T06:00Z"
"7120011516",0.7,0.7,0.2,"0.0","2020-11-15T06:00Z"
"7120011629",1.8,1.8,1.5,"0.0","2020-11-20T06:00Z"
"7121004111",20.2,18.9,12.3,"12.3","2021-06-29T06:00Z"
"7122002018",0.2,0.2,0.2,"0.0","2022-03-06T06:00Z"
"7122002170",0.2,0.2,0,"0.0","2022-03-09T06:00Z"
"7122002382",0,0,0,"0.0","2022-03-14T06:00Z"
"7122007811",25.8,25.8,25.8,"1.0","2022-07-27T06:00Z"
"7122011422",1.6,1.1,0.8,"0.0","2022-11-03T06:00Z"
"7123002326",0,0,0,"0.0","2023-03-07T06:00Z"
"7123003652",26.1,23.2,13.7,"0.0","2023-04-17T06:00Z"
"7124001531",1.4,1.3,1.3,"0.0","2024-02-06T06:00Z"
"7124005241",3,0.5,0,"0.0","2024-04-30T06:00Z"
"5215004160",9.4,9.4,9.4,"0.0","2015-08-14T06:00Z"
"5216002175",51.8,51.8,3.4,"3.4","2016-05-28T06:00Z"
"5216005023",15.2,8,3.9,"1.3","2016-10-24T06:00Z"
"5217002495",36.3,29.6,0.2,"0.0","2017-05-11T06:00Z"
"5219002636",0.4,0.4,0.4,"0.0","2019-04-06T06:00Z"
"5219002633",0.4,0.4,0.4,"0.0","2019-04-06T06:00Z"
"5221005345",10,4.5,1.2,"0.0","2021-07-31T06:00Z"
"5221007200",6.4,1.3,0.4,"0.4","2021-10-11T06:00Z"
"5222003215",3.5,1.6,1.6,"0.0","2022-04-16T06:00Z"
"5222006110",7,5.3,5.1,"0.0","2022-07-15T06:00Z"
"7220001849",0,0,0,"0.0","2020-03-30T06:00Z"
"3220002596",12.8,8.1,8,"1.5","2020-02-26T06:00Z"
"3222010705",0.1,0.1,0.1,"0.0","2022-08-16T06:00Z"
"3221005283",49.9,49.9,5.5,"0.0","2021-06-09T06:00Z"
"3223004669",12.2,12.2,0.3,"0.0","2023-05-27T06:00Z"
"2115006892",22.6,15.4,3.5,"0.0","2015-06-26T06:00Z"
"2115008993",0.3,0.3,0.3,"0.0","2015-08-04T06:00Z"
"2115011688",6.1,6.1,0.8,"0.0","2015-09-25T06:00Z"
"2116003181",6,5.3,2.6,"0.0","2016-03-27T06:00Z"
"2116004716",4.2,4.2,4.2,"4.2","2016-05-12T06:00Z"
"2117000706",6.8,2.2,1.6,"0.0","2017-01-18T06:00Z"
"2117003446",0.5,0.5,0.5,"0.5","2017-04-01T06:00Z"
"2118002414",4.3,4.3,2.6,"2.4","2018-02-03T06:00Z"
"2118010070",8.5,8.5,8.3,"0.0","2018-07-13T06:00Z"
"2118012539",5.1,2.6,0,"0.0","2018-08-17T06:00Z"
"2119006172",1,1,0,"0.0","2019-04-18T06:00Z"
"2119007711",16.1,6.2,6.2,"0.0","2019-05-17T06:00Z"
"2119007737",16.1,6.2,6.2,"0.0","2019-05-17T06:00Z"
"2120000916",4.3,4.3,3.3,"0.0","2020-01-21T06:00Z"
"2120007658",0.2,0.2,0,"0.0","2020-04-17T06:00Z"
"2120007688",0.2,0.2,0,"0.0","2020-04-17T06:00Z"
"2120018861",4.8,3.2,3.2,"0.0","2020-10-24T06:00Z"
"2121004706",9.1,9.1,9.1,"8.2","2021-04-05T06:00Z"
"2122004867",1.8,1.5,0,"0.0","2022-03-03T06:00Z"
"2122013647",207.9,111.4,100.8,"0.0","2022-06-30T06:00Z"
"2122023619",19.8,7.5,2,"1.5","2022-12-11T06:00Z"
"2123019254",19,10.7,8.8,"4.9","2023-11-02T06:00Z"
"2124004909",1.2,0.2,0,"0.0","2024-03-31T06:00Z"
"2124004890",1.2,0.2,0,"0.0","2024-03-31T06:00Z"
"2124010216",6,6,0,"0.0","2024-06-10T06:00Z"
"2124018764",8.5,8.5,0,"0.0","2024-09-07T06:00Z"
"6115008809",0.4,0.4,0.2,"0.0","2015-11-01T06:00Z"
"6115009397",26,24.8,22.7,"17.4","2015-11-30T06:00Z"
"6115009596",2.1,1.8,1.7,"0.0","2015-12-10T06:00Z"
"6115009683",6.7,5.3,0.6,"0.1","2015-12-16T06:00Z"
"6115009693",6.7,5.3,0.6,"0.1","2015-12-16T06:00Z"
"6116004384",55.9,55.9,46,"0.0","2016-07-15T06:00Z"
"6117000324",8.6,5.9,5.5,"0.2","2017-01-13T06:00Z"
"6117001769",22.7,22.7,22.7,"0.0","2017-03-20T06:00Z"
"6117003542",20.2,14.3,14.3,"14.3","2017-05-30T06:00Z"
"6117007390",14.6,13,12.8,"0.0","2017-09-13T06:00Z"
"6118000539",17.9,17.8,16,"0.4","2018-01-19T06:00Z"
"6118000531",17.9,17.8,16,"0.4","2018-01-19T06:00Z"
"6118003218",0.8,0.8,0.8,"0.2","2018-04-25T06:00Z"
"6118006902",2.9,1.6,1.5,"0.0","2018-08-16T06:00Z"
"6118010760",15.8,13.4,2.6,"1.6","2018-12-07T06:00Z"
"6119001226",18.5,18.5,3.5,"0.0","2019-02-06T06:00Z"
"6119003563",1.2,1.2,1.2,"0.0","2019-04-24T06:00Z"
"6119003590",1.2,1.2,1.2,"0.0","2019-04-25T06:00Z"
"6119003668",3.6,3.6,2.4,"2.4","2019-04-28T06:00Z"
"6119006411",18.6,7.3,5.9,"1.4","2019-07-19T06:00Z"
"6120003506",0.1,0.1,0.1,"0.1","2020-04-12T06:00Z"
"6120004420",6.7,0,0,"0.0","2020-05-21T06:00Z"
