"ECUD","SRAZKY_7","SRAZKY_5","SRAZKY_3","SRAZKY_ACT","EFFDT"
"5220002741",0,0,0,"0.0","2020-04-11T06:00Z"
"5221006159",29.5,13.7,9.4,"0.0","2021-08-29T06:00Z"
"5222003269",2.5,2.5,0.8,"0.2","2022-04-18T06:00Z"
"5224002929",0,0,0,"0.0","2024-04-30T06:00Z"
"4215002313",34.1,14.9,3.2,"2.7","2015-04-06T06:00Z"
"4215004541",11.2,0.5,0,"0.0","2015-07-04T06:00Z"
"4215005840",0.4,0,0,"0.0","2015-08-07T06:00Z"
"4215005897",0.4,0,0,"0.0","2015-08-08T06:00Z"
"4215006039",0,0,0,"0.0","2015-08-11T06:00Z"
"4215006026",0,0,0,"0.0","2015-08-11T06:00Z"
"4215006037",0,0,0,"0.0","2015-08-11T06:00Z"
"4220004595",7,0,0,"0.0","2020-04-24T06:00Z"
"4221009428",6.4,6.4,6.4,"6.4","2021-09-10T06:00Z"
"4222002556",17.9,11.2,6.8,"1.5","2022-02-24T06:00Z"
"4222009865",16,2.3,1.8,"1.8","2022-08-05T06:00Z"
"4222012697",13,12.7,7.7,"2.7","2022-10-22T06:00Z"
"4224003352",3.9,3.4,0,"0.0","2024-03-20T06:00Z"
"6117005063",5.8,4.6,2.6,"0.3","2017-07-11T06:00Z"
"3117007314",7.6,7.6,1.1,"1.1","2017-08-31T06:00Z"
"6118004054",7,0.1,0.1,"0.0","2018-05-31T06:00Z"
"3118004147",0.2,0.2,0.1,"0.0","2018-06-03T06:00Z"
"6119002912",0,0,0,"0.0","2019-04-04T06:00Z"
"3119003384",0,0,0,"0.0","2019-04-04T06:00Z"
"3119003558",0.1,0,0,"0.0","2019-04-11T06:00Z"
"3121002672",8.3,6,4,"0.0","2021-04-09T06:00Z"
"6122003178",0.2,0,0,"0.0","2022-03-12T06:00Z"
"6122003160",0.2,0,0,"0.0","2022-03-12T06:00Z"
"6122005211",23.9,23.9,23.9,"0.0","2022-05-05T06:00Z"
"6124004179",0,0,0,"0.0","2024-05-15T06:00Z"
"3123006476",1.4,1.4,1.4,"0.0","2023-07-08T06:00Z"
"6215006265",0,0,0,"0.0","2015-08-11T06:00Z"
"6216000748",8,8,7.7,"7.5","2016-02-09T06:00Z"
"6216004412",20.8,20.8,19.3,"17.7","2016-06-30T06:00Z"
"6217001462",0,0,0,"0.0","2017-02-16T06:00Z"
"6217010359",2.9,2.9,0,"0.0","2017-08-24T06:00Z"
"6219002892",8.5,8.5,7.7,"0.0","2019-03-13T06:00Z"
"6221005170",8.5,0.1,0,"0.0","2021-04-20T06:00Z"
"6222004667",0,0,0,"0.0","2022-03-28T06:00Z"
"6222011679",1,1,1,"1.0","2022-07-23T06:00Z"
"6222012945",2,0,0,"0.0","2022-08-13T06:00Z"
"3116001360",9.2,7.4,6,"0.0","2016-03-18T06:00Z"
"3117001695",11,6.5,0,"0.0","2017-03-14T06:00Z"
"2116004665",8,8,8,"0.0","2016-05-06T06:00Z"
"2118008699",44.8,17.8,0,"0.0","2018-06-17T06:00Z"
"2118017598",10,10,9.4,"8.3","2018-10-27T06:00Z"
"2119006018",0,0,0,"0.0","2019-04-16T06:00Z"
"2122002559",1.3,0.5,0.5,"0.3","2022-02-14T06:00Z"
"2122005459",0.1,0,0,"0.0","2022-03-12T06:00Z"
"2123007177",0.6,0.2,0.2,"0.0","2023-05-13T06:00Z"
"2124008098",0.1,0,0,"0.0","2024-05-15T06:00Z"
"2124011174",8.6,8.6,8.5,"0.0","2024-06-23T06:00Z"
"7118003827",7.4,7.4,7.4,"0.0","2018-06-24T06:00Z"
"7118004842",18,18,18,"18.0","2018-08-05T06:00Z"
"7122001802",6.7,2.2,0.2,"0.0","2022-02-26T06:00Z"
"5123001904",14.3,0.9,0.9,"0.9","2023-03-20T06:00Z"
"2115009883",45.4,45.4,45.4,"44.8","2015-08-16T06:00Z"
"2115010874",6.1,6.1,2.5,"0.0","2015-09-06T06:00Z"
"2116009952",2.4,2.4,0.7,"0.0","2016-09-01T06:00Z"
"2117005601",0.8,0.8,0.8,"0.4","2017-05-24T06:00Z"
"2123011754",7.7,1.4,1.3,"0.0","2023-07-17T06:00Z"
"2124018164",0.7,0.1,0,"0.0","2024-08-31T06:00Z"
"8115022332",0,0,0,"0.0","2015-12-31T06:00Z"
"6215004846",2.6,2.6,2.6,"2.6","2015-07-07T06:00Z"
"6215007598",3.7,2.6,2.6,"0.0","2015-09-17T06:00Z"
"6220004732",0,0,0,"0.0","2020-04-12T06:00Z"
"4115003164",9.4,9.4,9.4,"0.0","2015-08-10T06:00Z"
"4118004399",2.3,2.1,0,"0.0","2018-08-08T06:00Z"
"4118004726",0.7,0.7,0,"0.0","2018-08-22T06:00Z"
"4122006002",31.2,31.2,31.2,"0.0","2022-08-29T06:00Z"
"4123002846",0,0,0,"0.0","2023-06-02T06:00Z"
"4123003357",2,0.8,0.6,"0.1","2023-06-21T06:00Z"
"4124007188",13.6,13.6,13.6,"0.0","2024-09-05T06:00Z"
"7119007218",12.2,12.2,11.2,"0.0","2019-08-31T06:00Z"
"8115009692",16.3,16.3,8.8,"0.0","2015-07-11T06:00Z"
"8120016921",31.4,31.4,31.4,"0.0","2020-08-05T06:00Z"
"8121015423",31.3,31.3,31.3,"6.7","2021-07-28T06:00Z"
"8124009728",47,31.8,16.6,"1.2","2024-06-06T06:00Z"
"5222007477",157.5,52.7,42,"0.2","2022-08-27T06:00Z"
"4216005745",1.9,0,0,"0.0","2016-08-28T06:00Z"
"4217002506",3.2,0,0,"0.0","2017-03-28T06:00Z"
"4219003620",6.6,6.6,1.5,"0.0","2019-03-29T06:00Z"
"6115002316",0.2,0.2,0.2,"0.0","2015-04-15T06:00Z"
"6118003253",3.1,3.1,0,"0.0","2018-04-27T06:00Z"
"6118003318",3.1,0,0,"0.0","2018-04-30T06:00Z"
"6119002821",0.8,0,0,"0.0","2019-04-03T06:00Z"
"6119002813",0.8,0,0,"0.0","2019-04-03T06:00Z"
"6119003501",1.3,1.3,1.3,"1.3","2019-04-23T06:00Z"
"6122003302",0,0,0,"0.0","2022-03-14T06:00Z"
"6123003651",13.2,7.1,7.1,"0.0","2023-05-01T06:00Z"
"6124008724",20,15.9,6.1,"0.0","2024-08-11T06:00Z"
"7218001498",2.4,1.8,1.8,"1.8","2018-04-12T06:00Z"
"7221006052",0.5,0.4,0.4,"0.0","2021-11-15T06:00Z"
"7222004759",10.4,10.4,0.4,"0.4","2022-06-24T06:00Z"
"6115006050",1.4,1.4,1.4,"0.0","2015-08-10T06:00Z"
"6115006066",1.4,1.4,1.4,"0.0","2015-08-10T06:00Z"
"6115006052",1.4,1.4,1.4,"0.0","2015-08-10T06:00Z"
"6115006462",1.4,1.4,0,"0.0","2015-08-14T06:00Z"
"6117005265",39.2,36.7,32.4,"28.0","2017-07-19T06:00Z"
"6117011015",1.6,1.5,0.6,"0.0","2017-12-13T06:00Z"
"6118006504",17.8,0.7,0.7,"0.7","2018-08-08T06:00Z"
"6119009174",27.4,15.7,15.4,"0.0","2019-10-11T06:00Z"
"6120000558",1.2,1.2,1.2,"1.0","2020-01-28T06:00Z"
"6121004938",14.6,14.6,0,"0.0","2021-06-09T06:00Z"
"6122008846",7.5,2.4,0,"0.0","2022-08-04T06:00Z"
"6124007891",12.7,12.6,7.2,"0.0","2024-07-26T06:00Z"
"4115003250",9.8,9.8,9.8,"9.8","2015-08-14T06:00Z"
"4115003247",9.8,9.8,9.8,"9.8","2015-08-14T06:00Z"
"4115003805",0,0,0,"0.0","2015-10-02T06:00Z"
"4118002168",10.1,0,0,"0.0","2018-04-22T06:00Z"
"4119001780",0,0,0,"0.0","2019-04-07T06:00Z"
"4123002740",0.1,0,0,"0.0","2023-05-29T06:00Z"
"4115003275",11.3,11.1,11.1,"1.9","2015-08-15T06:00Z"
"4115003629",8.3,4.4,4.3,"4.3","2015-09-14T06:00Z"
"4117003580",13.8,12.3,8.8,"1.0","2017-07-22T06:00Z"
"4118002131",14.1,9,0,"0.0","2018-04-20T06:00Z"
"4120002945",10.5,6.3,0,"0.0","2020-06-01T06:00Z"
"4122007781",4.3,4.3,2.7,"1.6","2022-12-07T06:00Z"
"4123003881",0.3,0.3,0,"0.0","2023-07-09T06:00Z"
"4123003864",0.3,0.3,0,"0.0","2023-07-09T06:00Z"
"4123003865",0.3,0.3,0,"0.0","2023-07-09T06:00Z"
"4123004174",10,9.2,0.9,"0.9","2023-07-19T06:00Z"
"6115004171",0,0,0,"0.0","2015-07-05T06:00Z"
"6116007247",0,0,0,"0.0","2016-09-15T06:00Z"
"6117003458",6.5,6.5,0,"0.0","2017-05-27T06:00Z"
"6117005595",34.1,28,17.2,"0.0","2017-07-29T06:00Z"
"6117005691",17.2,7.2,0,"0.0","2017-08-01T06:00Z"
"6119001310",9.7,4,4,"3.0","2019-02-10T06:00Z"
"6119001835",3.6,0.8,0.7,"0.0","2019-03-08T06:00Z"
"6122005704",4.2,4,4,"0.0","2022-05-18T06:00Z"
"6123010886",1.9,1.6,1.6,"0.0","2023-10-22T06:00Z"
"6124001918",30.2,30.2,2.4,"2.4","2024-03-16T06:00Z"
"2117008979",20.3,16.5,13.7,"13.7","2017-07-20T06:00Z"
"2122000780",7.5,4.2,4.2,"4.2","2022-01-17T06:00Z"
"2117007282",31,26,26,"26.0","2017-06-22T06:00Z"
"2118011447",6.1,5.1,5.1,"5.1","2018-08-02T06:00Z"
"2121010803",26.4,26.4,8.9,"0.0","2021-07-03T06:00Z"
"2121014647",2,2,0,"0.0","2021-08-21T06:00Z"
"2123002251",17.8,12.9,5.2,"0.0","2023-02-06T06:00Z"
"7120002814",0,0,0,"0.0","2020-04-08T06:00Z"
"7124012544",8.3,7.5,7.5,"0.0","2024-08-27T06:00Z"
"7218000801",0.3,0,0,"0.0","2018-03-05T06:00Z"
"4116001196",9.3,2.1,0,"0.0","2016-05-01T06:00Z"
"4116003765",25.6,14.4,8,"0.3","2016-10-27T06:00Z"
"4120002990",3.5,2.8,2.8,"2.8","2020-06-03T06:00Z"
"4122005657",0,0,0,"0.0","2022-08-15T06:00Z"
"6216006164",0,0,0,"0.0","2016-08-19T06:00Z"
"6221017743",0,0,0,"0.0","2021-11-12T06:00Z"
"6223004365",10.8,1.4,0.3,"0.3","2023-04-06T06:00Z"
"4215000962",4.1,0,0,"0.0","2015-02-15T06:00Z"
"4218004690",0,0,0,"0.0","2018-05-09T06:00Z"
"4219004530",1,0.9,0,"0.0","2019-04-19T06:00Z"
"4219004518",1,0.9,0,"0.0","2019-04-19T06:00Z"
"4219009087",14.9,7.6,2.4,"0.0","2019-08-16T06:00Z"
"4222004084",0.2,0,0,"0.0","2022-03-25T06:00Z"
"4222010208",0.9,0,0,"0.0","2022-08-12T06:00Z"
"4222010220",0.9,0,0,"0.0","2022-08-12T06:00Z"
"4223004579",4.5,4.5,0,"0.0","2023-05-09T06:00Z"
"4223009827",8.2,8,0,"0.0","2023-09-06T06:00Z"
"4224003854",1.7,0.7,0.6,"0.3","2024-04-02T06:00Z"
"6115001530",3.7,0.3,0.3,"0.3","2015-03-21T06:00Z"
"6115001531",3.7,0.3,0.3,"0.3","2015-03-21T06:00Z"
"6115004458",8.2,8.2,1.6,"0.9","2015-07-12T06:00Z"
"6116001683",2.4,1.3,0,"0.0","2016-04-05T06:00Z"
"6117001678",16.8,5.1,0,"0.0","2017-03-15T06:00Z"
"6118002716",3.1,0.5,0.4,"0.0","2018-04-07T06:00Z"
"6118002714",3.1,0.5,0.4,"0.0","2018-04-07T06:00Z"
"6118009151",0,0,0,"0.0","2018-10-17T06:00Z"
"6119003888",8.8,8.1,5,"4.8","2019-05-08T06:00Z"
"6119004797",44.1,44.1,0,"0.0","2019-06-10T06:00Z"
"6119004863",44.1,0,0,"0.0","2019-06-12T06:00Z"
"6120002945",3.6,0,0,"0.0","2020-03-28T06:00Z"
"6121003878",22.1,22.1,19.7,"0.4","2021-05-04T06:00Z"
"6122003842",0,0,0,"0.0","2022-03-24T06:00Z"
"6122003848",0,0,0,"0.0","2022-03-24T06:00Z"
"6122004654",2.8,2.8,0.5,"0.0","2022-04-18T06:00Z"
"6122005910",7,3.1,3.1,"0.1","2022-05-23T06:00Z"
"6123007083",10.9,8.8,8.8,"5.9","2023-07-27T06:00Z"
"6123007781",39.5,12.3,0,"0.0","2023-08-13T06:00Z"
"6124009639",6.6,6.3,6.3,"0.0","2024-08-28T06:00Z"
"3216001333",8.8,7.9,6.4,"0.0","2016-03-18T06:00Z"
"3218003348",0.2,0,0,"0.0","2018-05-02T06:00Z"
"3220001107",24.2,12.8,12.8,"12.3","2020-02-10T06:00Z"
"3220010695",11.7,6,5.5,"0.5","2020-10-12T06:00Z"
"3221002686",7.9,3.9,2.7,"0.0","2021-03-24T06:00Z"
"5215002024",10,7.6,0.7,"0.0","2015-05-02T06:00Z"
"5218004835",16.7,8.1,0,"0.0","2018-07-22T06:00Z"
"5218005239",0,0,0,"0.0","2018-08-03T06:00Z"
"5218005596",5.4,5.4,5.4,"5.1","2018-08-13T06:00Z"
"5218006428",0,0,0,"0.0","2018-09-11T06:00Z"
"5218006424",0,0,0,"0.0","2018-09-11T06:00Z"
"5219005180",0.9,0,0,"0.0","2019-07-08T06:00Z"
"5220007075",0,0,0,"0.0","2020-09-15T06:00Z"
"5222005913",20.7,5.7,5.7,"5.7","2022-07-07T06:00Z"
"5223004512",0,0,0,"0.0","2023-06-22T06:00Z"
"5223007662",1.4,1.4,1.4,"0.0","2023-10-02T06:00Z"
"4216001808",12.3,12.2,9.2,"0.0","2016-04-02T06:00Z"
"4216002000",1.9,0.6,0.6,"0.0","2016-04-11T06:00Z"
"4217004464",3.4,3.4,0,"0.0","2017-05-28T06:00Z"
"4224005651",18,16.6,16.3,"0.0","2024-05-09T06:00Z"
"6115004581",3.5,2.2,1.8,"0.0","2015-07-16T06:00Z"
"6115008814",0.2,0.2,0,"0.0","2015-11-02T06:00Z"
"6116004232",9.5,9.5,9.5,"9.4","2016-07-11T06:00Z"
"6117003838",16.7,16.7,16.4,"6.1","2017-06-09T06:00Z"
"6117005416",55.3,51.5,51.5,"2.0","2017-07-22T06:00Z"
"6118006035",3.6,3.6,0,"0.0","2018-07-31T06:00Z"
"6119001601",3.2,3.2,1.2,"0.0","2019-02-25T06:00Z"
"6119003270",0.9,0.9,0.5,"0.0","2019-04-17T06:00Z"
"6120012382",2.2,0,0,"0.0","2020-12-31T06:00Z"
"6122005343",30.5,7.3,2.3,"0.0","2022-05-10T06:00Z"
"6122007333",35.9,35.9,23.6,"20.3","2022-06-28T06:00Z"
"6122011473",1.6,1.6,1.5,"0.9","2022-10-14T06:00Z"
"6123009706",0.5,0.5,0,"0.0","2023-09-17T06:00Z"
"6123009901",1.2,1.2,0.4,"0.0","2023-09-23T06:00Z"
"3115005577",3.4,0.9,0.9,"0.0","2015-08-04T06:00Z"
"3115005705",0.9,0.9,0,"0.0","2015-08-06T06:00Z"
"3122003548",0,0,0,"0.0","2022-03-25T06:00Z"
"3122005274",21.3,21.3,20.8,"19.6","2022-05-16T06:00Z"
"6215006819",103.6,7.3,0,"0.0","2015-08-24T06:00Z"
"6215009488",2.2,1.8,0.1,"0.0","2015-12-05T06:00Z"
"6216001458",6.3,6.3,0.2,"0.0","2016-03-19T06:00Z"
"6217004668",5.9,5.4,1.4,"0.0","2017-05-18T06:00Z"
"6218006739",0,0,0,"0.0","2018-06-20T06:00Z"
"6218014602",1,1,1,"0.0","2018-10-18T06:00Z"
"6218017714",4.2,1.3,1.2,"0.0","2018-12-13T06:00Z"
"6219002654",8.4,8.4,8.2,"7.4","2019-03-10T06:00Z"
"6222004078",4.5,4.5,0,"0.0","2022-03-19T06:00Z"
"6224021509",0.5,0.3,0.2,"0.0","2024-11-02T06:00Z"
"3115001506",4.4,2.9,2.9,"2.9","2015-03-21T06:00Z"
"3115002846",10.6,10.1,9.1,"5.9","2015-05-01T06:00Z"
"3115005490",4,3.4,0.2,"0.0","2015-08-01T06:00Z"
"2115010510",0.7,0.6,0.6,"0.0","2015-08-27T06:00Z"
"2118011903",11.2,11.2,5.4,"0.0","2018-08-08T06:00Z"
"7115153437",3.1,1.4,1.4,"1.4","2015-08-05T06:00Z"
"7117001122",7.1,3.2,0.5,"0.0","2017-02-26T06:00Z"
"7117001481",2.4,0,0,"0.0","2017-03-16T06:00Z"
"7118001848",6.7,6.7,6.7,"0.0","2018-03-30T06:00Z"
"7119001169",4.9,3,2.8,"0.7","2019-03-07T06:00Z"
"7119002043",0,0,0,"0.0","2019-03-27T06:00Z"
"7120002788",0,0,0,"0.0","2020-04-07T06:00Z"
"7121001491",5.2,5.2,5.2,"0.0","2021-03-06T06:00Z"
"7121002856",2.9,0.7,0,"0.0","2021-05-11T06:00Z"
"7122013261",11.8,11.8,11.4,"0.0","2022-12-25T06:00Z"
"7124024176",1.5,1.5,1,"0.7","2024-11-17T06:00Z"
"5117002426",11.2,5.9,0,"0.0","2017-05-19T06:00Z"
"5118003210",11.9,11.9,11.9,"6.8","2018-06-23T06:00Z"
"5121003242",0.2,0.2,0.2,"0.0","2021-06-08T06:00Z"
"5123002857",7.4,7.4,7.3,"6.9","2023-05-14T06:00Z"
"5124002610",4,4,3.8,"0.0","2024-04-28T06:00Z"
"2115009635",0,0,0,"0.0","2015-08-12T06:00Z"
"2118006481",0,0,0,"0.0","2018-05-11T06:00Z"
"8117022942",,,,,"2017-12-09T06:00Z"
"6216004681",14,1.7,1.7,"1.7","2016-07-08T06:00Z"
"4118004351",2.3,2.3,2.1,"0.0","2018-08-06T06:00Z"
"4120001799",3.8,0,0,"0.0","2020-03-27T06:00Z"
"4120002071",0,0,0,"0.0","2020-04-12T06:00Z"
"4123002881",0,0,0,"0.0","2023-06-03T06:00Z"
"5317003912",16.1,16.1,8.3,"3.6","2017-07-02T06:00Z"
"8116003675",1.5,1,0.5,"0.0","2016-03-29T06:00Z"
"8116015921",0,0,0,"0.0","2016-09-26T06:00Z"
"8117013756",4.4,4.4,1.3,"0.0","2017-08-07T06:00Z"
"8118005176",0,0,0,"0.0","2018-04-12T06:00Z"
"8122011450",21.1,11,8.6,"8.6","2022-06-07T06:00Z"
"8124016571",15.2,2.6,2.6,"2.6","2024-07-22T06:00Z"
"5218005729",2.8,1.7,0,"0.0","2018-08-17T06:00Z"
"5219006092",22.7,16.3,14.4,"0.3","2019-08-09T06:00Z"
"4215004600",3,3,3,"0.0","2015-07-06T06:00Z"
"4216000029",2,2,2,"0.0","2016-01-02T06:00Z"
"5117004484",5.6,5.6,0,"0.0","2017-08-30T06:00Z"
"4218006760",6.3,4.8,0,"0.0","2018-07-02T06:00Z"
"4219003729",6.6,0.5,0,"0.0","2019-04-01T06:00Z"
"4219003736",6.6,0.5,0,"0.0","2019-04-01T06:00Z"
"5119002579",0,0,0,"0.0","2019-04-07T06:00Z"
"4219004047",0,0,0,"0.0","2019-04-09T06:00Z"
"4219007730",6,6,6,"6.0","2019-07-11T06:00Z"
"4219008508",3.5,3.5,3.5,"0.0","2019-07-30T06:00Z"
"4220005605",0,0,0,"0.0","2020-05-21T06:00Z"
"4220013049",3.8,3.8,3.8,"3.8","2020-12-21T06:00Z"
"6120003067",2.8,2.8,1.3,"0.0","2020-04-02T06:00Z"
"6120003825",0,0,0,"0.0","2020-04-27T06:00Z"
"6121003649",0.5,0,0,"0.0","2021-04-28T06:00Z"
"6121005260",2.9,0,0,"0.0","2021-06-18T06:00Z"
"6121010212",3,0.6,0,"0.0","2021-09-28T06:00Z"
"6122003928",0,0,0,"0.0","2022-03-26T06:00Z"
"6122003911",0,0,0,"0.0","2022-03-26T06:00Z"
"6122003927",0,0,0,"0.0","2022-03-26T06:00Z"
"6122003906",0,0,0,"0.0","2022-03-26T06:00Z"
"7218005733",34.9,22.8,20.8,"0.0","2018-10-30T06:00Z"
"7219006928",0,0,0,"0.0","2019-10-24T06:00Z"
"7221002100",4.2,0.9,0,"0.0","2021-05-11T06:00Z"
"7221002597",1.1,1.1,0,"0.0","2021-06-09T06:00Z"
"7223002101",3.7,0.1,0.1,"0.0","2023-03-21T06:00Z"
"6115004401",9,9,8.5,"0.0","2015-07-10T06:00Z"
"6116007770",0,0,0,"0.0","2016-09-30T06:00Z"
"6119002655",4.2,4.2,1,"0.0","2019-03-29T06:00Z"
"6120000632",12.9,12.7,11.3,"6.0","2020-02-02T06:00Z"
"6120011185",3.8,3.8,0.3,"0.0","2020-12-06T06:00Z"
"6122003281",0,0,0,"0.0","2022-03-14T06:00Z"
"6122003572",4,4,0,"0.0","2022-03-19T06:00Z"
"6123006212",9.5,9.5,7.2,"7.2","2023-07-10T06:00Z"
"6123006506",10.1,10.1,0,"0.0","2023-07-15T06:00Z"
"6123006514",10.1,10.1,0,"0.0","2023-07-15T06:00Z"
"6123007784",19.8,4.7,0,"0.0","2023-08-13T06:00Z"
"4117003789",9.3,6.9,6.8,"6.8","2017-08-01T06:00Z"
"4117003894",7.4,0.6,0.2,"0.0","2017-08-07T06:00Z"
"4118003660",7.1,7.1,0,"0.0","2018-07-02T06:00Z"
"4123003265",4.2,4.2,4.2,"0.4","2023-06-18T06:00Z"
"4123003354",4.7,3.6,0.9,"0.1","2023-06-21T06:00Z"
"4115002845",7,7,6,"4.4","2015-07-24T06:00Z"
"4116000781",1,0.4,0,"0.0","2016-03-20T06:00Z"
"4119002799",2.2,2.2,2.2,"0.0","2019-06-08T06:00Z"
"4119005783",9.8,7,7,"4.5","2019-11-02T06:00Z"
"4119006540",11.2,9.8,0.2,"0.0","2019-12-29T06:00Z"
"4120004725",19.1,5.8,4.9,"4.8","2020-08-28T06:00Z"
"4120004718",19.1,5.8,4.9,"4.8","2020-08-28T06:00Z"
"4122002614",21,2.2,1.2,"0.0","2022-04-15T06:00Z"
"6115003552",3,3,2.7,"2.7","2015-06-13T06:00Z"
"6116004404",32.1,32.1,27.1,"0.0","2016-07-15T06:00Z"
"6118005896",10.9,2.6,2.6,"0.5","2018-07-28T06:00Z"
"6119003238",1.4,1.4,1.4,"0.0","2019-04-16T06:00Z"
"6119006373",7.8,5.8,0.5,"0.5","2019-07-17T06:00Z"
"6119007765",24.9,4.7,4.7,"0.0","2019-08-27T06:00Z"
"6124002763",12,3.1,0.1,"0.0","2024-04-08T06:00Z"
"2115010689",5.3,5.2,5.2,"5.2","2015-09-01T06:00Z"
"2117002736",18.1,0.4,0,"0.0","2017-03-15T06:00Z"
"2118006789",21.2,20,18.7,"4.9","2018-05-17T06:00Z"
"2118012777",0,0,0,"0.0","2018-08-21T06:00Z"
"2119008547",19.9,9.1,0,"0.0","2019-06-02T06:00Z"
"2119008579",19.9,9.1,0,"0.0","2019-06-02T06:00Z"
"2122011075",6.7,3.3,0.8,"0.0","2022-06-02T06:00Z"
"2123002737",0.5,0.5,0.5,"0.5","2023-02-17T06:00Z"
"2117010706",9.3,9.3,6.2,"0.0","2017-08-21T06:00Z"
"2118017171",0,0,0,"0.0","2018-10-19T06:00Z"
"2119012292",2.1,1.5,0,"0.0","2019-07-26T06:00Z"
"2119012269",2.1,1.5,0,"0.0","2019-07-26T06:00Z"
"2121007999",2.4,0,0,"0.0","2021-06-05T06:00Z"
"2123011144",25.9,25.9,7.4,"7.4","2023-07-10T06:00Z"
"2124014972",0,0,0,"0.0","2024-07-25T06:00Z"
"7120001549",53.7,46.7,36,"8.4","2020-02-25T06:00Z"
"7120011116",2.3,2.2,2.2,"0.2","2020-10-26T06:00Z"
"6215003398",22.7,22.7,22.3,"19.5","2015-05-23T06:00Z"
"6215003844",0.3,0.3,0.3,"0.0","2015-06-09T06:00Z"
"6215006823",66.1,8.5,0,"0.0","2015-08-24T06:00Z"
"6216000688",2.9,2.6,0.2,"0.0","2016-02-05T06:00Z"
"6216002719",5,5,5,"0.0","2016-05-15T06:00Z"
"6216004472",18,13.9,12.5,"11.6","2016-07-02T06:00Z"
"6216004560",13.9,12.5,11.6,"0.0","2016-07-04T06:00Z"
"6217006766",15.4,0.3,0.2,"0.0","2017-06-28T06:00Z"
"6217006914",0.7,0.6,0.4,"0.4","2017-06-30T06:00Z"
"6218005761",1.4,1.4,1.4,"0.6","2018-06-01T06:00Z"
"6218007079",10.6,9,8.7,"8.4","2018-06-27T06:00Z"
"6218014989",2,2,2,"0.0","2018-10-25T06:00Z"
"6219004260",2.7,0,0,"0.0","2019-04-12T06:00Z"
"6220004715",0,0,0,"0.0","2020-04-12T06:00Z"
"6220004760",7.1,7.1,7.1,"7.1","2020-04-13T06:00Z"
"6222003077",1.8,0.1,0.1,"0.0","2022-02-28T06:00Z"
"6222003693",0,0,0,"0.0","2022-03-12T06:00Z"
"6222003830",7.1,7.1,7.1,"7.1","2022-03-15T06:00Z"
"6222005628",0.6,0.6,0.6,"0.0","2022-04-17T06:00Z"
"6222009541",5,2.1,2.1,"0.0","2022-06-22T06:00Z"
"6222010867",14.4,0.6,0.6,"0.0","2022-07-12T06:00Z"
"6222012849",14.5,1.7,0,"0.0","2022-08-11T06:00Z"
"6222012841",14.5,1.7,0,"0.0","2022-08-11T06:00Z"
"6224002447",1.5,1.5,1.5,"0.0","2024-03-03T06:00Z"
"6224014930",0.5,0,0,"0.0","2024-09-01T06:00Z"
"3117001187",9.6,8.4,6.5,"0.0","2017-02-23T06:00Z"
"3119004029",0,0,0,"0.0","2019-04-24T06:00Z"
"3120003518",2.7,2.7,2.7,"2.4","2020-03-20T06:00Z"
"3120004033",0,0,0,"0.0","2020-04-08T06:00Z"
"3122003406",0.2,0,0,"0.0","2022-03-22T06:00Z"
"3122003603",0,0,0,"0.0","2022-03-26T06:00Z"
"3123002461",0.4,0.4,0.4,"0.0","2023-03-22T06:00Z"
"3123002457",0.4,0.4,0.4,"0.0","2023-03-22T06:00Z"
"2115000969",4.8,4.8,2.3,"2.3","2015-01-22T06:00Z"
"2116003038",1,0.5,0.5,"0.5","2016-03-21T06:00Z"
"2119010968",0,0,0,"0.0","2019-07-04T06:00Z"
"5119004663",21.4,21.4,21.4,"6.0","2019-07-14T06:00Z"
"2119015772",0.4,0.1,0.1,"0.1","2019-09-24T06:00Z"
"2120013464",0.5,0.5,0.3,"0.0","2020-07-28T06:00Z"
"2121015216",28,21.6,18.4,"0.2","2021-09-01T06:00Z"
"2123006513",5.3,3,2.9,"0.0","2023-04-30T06:00Z"
"2123016374",4.2,4.2,4.2,"0.0","2023-09-19T06:00Z"
"4218009476",4,4,0,"0.0","2018-08-28T06:00Z"
"4218009523",4,4,0,"0.0","2018-08-28T06:00Z"
"4219004696",0,0,0,"0.0","2019-04-23T06:00Z"
"4224003723",2.2,2,0.3,"0.0","2024-03-29T06:00Z"
"5215000935",9.5,2,0.4,"0.0","2015-03-08T06:00Z"
"2116009417",7.8,7.8,7.8,"7.8","2016-08-20T06:00Z"
"5218002665",3.5,0.4,0.4,"0.4","2018-04-22T06:00Z"
"2115010816",2.4,2.3,2.3,"0.0","2015-09-04T06:00Z"
"2116003386",4.1,4.1,3.7,"0.0","2016-04-02T06:00Z"
"2116013701",0.8,0.8,0.1,"0.0","2016-12-16T06:00Z"
"4219007300",0,0,0,"0.0","2019-07-01T06:00Z"
"2120007992",9.7,9.7,0,"0.0","2020-04-23T06:00Z"
"4221004330",30.3,6.3,6.2,"0.0","2021-05-08T06:00Z"
"2121017195",1.1,1.1,0,"0.0","2021-10-09T06:00Z"
"2121021550",2,2,1.8,"1.2","2021-11-30T06:00Z"
"2122004463",7.8,2.9,2.2,"0.0","2022-02-23T06:00Z"
"2122005579",0.2,0,0,"0.0","2022-03-13T06:00Z"
"4223005033",3.6,0.4,0.4,"0.0","2023-05-21T06:00Z"
"8115003333",2.5,0,0,"0.0","2015-03-21T06:00Z"
"8117015452",23.8,23.8,4,"0.0","2017-08-23T06:00Z"
